Text,Label
"budget set scene election gordon brown will seek put economy at centre labour 's bid third term power when he deliver his ninth budget at 1230 . he expect stress importance continue economic stability , with low interest rate . chancellor expect freeze petrol duty raise stamp duty threshold â£60,000 . but conservative lib dem insist voter face high taxis more mean testing under labour . treasury official have say there will not be pre - election giveaway , but mr thought have about â£2bn spare . - increase stamp duty threshold from â£60,000 - freeze on petrol duty - an extension tax credit scheme poor family - possible help pensioner stamp duty threshold rise intend help first time buyer likely theme all three main party ' general election manifesto . ten year ago , buyer have much great chance avoid stamp duty , close half million property , england wale alone , sell less than â£60,000 . since then , average uk property price have more than double while start threshold stamp duty have not increase . credit as result , number property incur stamp duty have rocket as have 's tax take . liberal democrats unveil their own proposal raise stamp duty threshold â£150,000 february . tory be think likely propose increase threshold , with shadow chancellor oliver letwin branding stamp duty ` classic labour stealth tax '' . tory say whatever chancellor give away will be claw back high taxis if labour return power . shadow treasury chief secretary george osborne say : ` ` everyone who look at british economy at moment say there have sharp deterioration public finance , there black hole , '' he say . ` ` if labour elect there will be very substantial tax increase budget after election , order around â£10bn . '' but mr brown 's former advisor ed ball , now parliamentary hopeful , say an examination tory plan show there would be â£35bn difference investment by end next parliament between two main party . he add : ` ` I do not accept there any need any change plan we have set out meet our spending commitment . '' lib dem david law : ` ` chancellor will no doubt tell we today how wonderfully economy do , '' he say . ` ` but lot build on increase personal consumer debt over last few year - make economy quite vulnerable potentially if interest rate ever do have go up significant",0
"army chiefs regiment decision military chief be expect meet make final decision on future scotland 's army . committee army board , which make up most senior defence figure , will discuss plan regiment on monday . proposal include cut scotland 's six single - battalion regiment merge these into super regiment . plan have stiff opposition from campaigner politician alike . committee 's decision must be ratify by secretary geoff hoon prime minister tony blair . it expect it will be make public next week . when minister announce reorganisation army it draw question mark over future black watch , king scottish borderer , royal scot , royal highland fusilier argyll sutherland highlander . october , scottish colonel propose merger royal scot king 's own scottish into single battalion . under their vision , it would be one five new super regiment . proposal either or amalgamate six regiment into super regiment spark political outcry , with backbencher opposition politician oppose plan . they feel timing be insensitive because black watch be iraq , suffer casualty . save scottish regiment campaigner be so angered they threaten stand against labour at next general election . speak ahead expect army board meeting , spokesman say : ` government army board have spend past four month attempt trick serve soldier public into think their plan change scottish regiment be good army serve soldier . ` ` they be very much not good will destroy scotland 's regiment by mould they into single regiment which will lead severe recruitment problem , loss local connection those regiment loss scotland an important part her heritage , importantly , her future - regiment be envy army around world . '' alternative blueprint have be put forward by labour mp eric joyce , who propose go ahead with merger while preserve regiment . brief time , there be speculation prime minister might consider plan , but now seem unlikely . speak scotland last week , mr blair say aim be preserve tradition but introduce more structure hint super regiment be likely . he say : ` ` they do not want get",0
"howard deny split over i d card michael howard have deny his shadow cabinet be split over its decision back controversial labour plan introduce i d card . tory leader say his front bench team have reach ` ` collective view '' after hold ` ` good discussion '' , but admit it be ` ` not an easy issue '' . he have decide plan as police say they would help fight terror , illegal immigration . lib dem have pledge oppose bill when it debate next . tory source say senior party figure have argue vociferously against i d card scheme . among those have serious reservation over strategy be senior shadow cabinet members david davis oliver letwin tim yeo . but mr howard deny mr yeo , his transport environment spokesman , say plan ` ` stink '' . he also say he be confident shadow home secretary mr davis would ` ` set out position very clearly '' when he stand up debate matter next week . mr howard say have say i d card could ` ` help they foil terror bomb plot which people could lose their life '' . add : ` ` when police say you have take they seriously '' . he acknowledge there be ` ` good libertarian argument '' against card , but say shadow cabinet have weigh up all ` conflict interest '' before reach its decision . ` ` I do not pretend it an easy decision but at end decision have be take . '' he also deny he be look ` ` soft '' on issue , compare labour . conservative announce their support government plan on monday evening . source within party tell bbc mr howard have always be favour i d card , introduce they when he be home secretary . but tory insist they would hold minister account over precise purpose scheme . they say they would also press labour over objective could be meet whether home office would be able deliver they . they assess cost effectiveness i d card whether people 's privacy would be properly protect . ` ` it important remember this bill will take decade come into full effect , '' spokesman say . dem home affairs spokesman oaten have brand i d scheme waste money ` ` deeply '' . he say : ` ` this have all sign michael howard overrule colleague ' concern over i d card . '' chairman bar council , guy mansfield qc warn there be real risk people on ` ` margin society '' would be drive",0
"observer monitor uk election minister will invite international observer check forthcoming uk general election fairly . move come amid claim poll could be mar by fraud . report by two mp committee call on thursday urgent change electoral registration system combat vote boost turnout . but write response labour mp gordon prentice , government say it would normally observer any uk election . junior constitutional affairs minister christopher leslie say : ` ` I fully expect we repeat our previous do so once date next general election announce . '' government have look at way boost voter turnout , which fall 59 % last general election 2001 . but trial all postal ballot four english region last summer be hit by delay some fraud allegation . liberal democrat peer lord greave call last week international observer at general - say otherwise there could be month court challenge ` ` on scale not see since 19th century '' thursday 's report be draw up by two committee scrutinise work office deputy prime minister ( odpm ) department constitutional affair ( dca ) . it say , with growth postal voting , there be strong tighten up fraud protection by require voter register individually , rather than by household . it also say three million people eligible vote be not registered do so . figure 2001 general election suggest % people age between 18 24 , 19 % black voter be not on electoral roll . young people share accommodation be think miss because no one act as head household fill form . odpm committee chairman andrew bennett say individual voter registration , as oppose registration household , should be quickly introduce as it could ` ` dramatically reduce chance fraud '' . but his counterpart on dca committee , alan beith , say it should be delay ` ` until measure likely increase registration have be put place prove effective . '' shadow constitutional affair secretary oliver heald accuse government ` ` its foot '' over ` ` this badly need measure '' . ` ` it vital we move ahead with northern ireland individual electoral registration safeguard integrity britain 's electoral system , '' he say . report say individual registration should be treat carefully as 12 % voter disappear from",0
"kilroy name election seat target ex - chat show host robert kilroy - silk contest derbyshire seat erewash at next general election . labour 's elizabeth blackman win seat 1997 6,932 majority . she say she will fight on her record ` ` as hard - work constituency mp '' . mr kilroy - silk announce his day after launch his new party , verita , latin truth . east midland mep who quit uk independence party , want his new group ` ` change face '' politics . his choice election constituency quash speculation he would stand against defence secretary geoff hoon ashfield nottinghamshire . ukip win 31 % vote erewash last 's european election - with mr kilroy - silk among their candidate region . until 1997 , erewash have be by tory since 1970 . ms blackman say she be proud government 's area . she decline give her view mr kilroy - silk at this point . on thursday , tell london news conference verita would avoid old party ' ` ` lie spin '' . he say ` ` our country '' be be ` steal from we '' by mass immigration promise ` ` but fair '' policy on immigration . verita say it hope contest most seat at forthcoming election but plan announce detailed policy on crime , tax , pension , health defence over next few week . ukip roger knapman say he glad see back mr kilroy - silk . labour campaign spokesman fraser kemp say verita be join ` ` an already crowd field on right british politic '' . mr kilroy - silk be join new venture by one ukip 's two london assembly member , damien hockney , who now verita ' deputy . ukip 's chairman petrina holdsworth have say group will just be parody man have leave . mr kilroy - silk quit ukip last week after month tension as he vie unsuccessfully leadership party . he say he be ashamed be member ukip whose leadership have ` ` awol '' after great opportunity offer by its third place at last june 's european",0
"donor attack blair - brown ' feud ' report feud between tony blair gordon brown have prompt labour donor say he will almost certainly give more fund . duncan bannatyne also attack government over iraq its ` poor '' response asian tsunami crisis . his broadside come as ex - foreign secretary robin cook say hope mr brown would be premi at some . mr bannatyne have previously give labour â£50,000 he make his fortune from care home health club . 52 - year - old on tuesday say be he be review his donation because cabinet disunity international issue . his spokesman say it be highly unlikely would give labour more money , although he would remain supporter not fund conservative . robert peston 's new book have prompt more speculation about blair - brown rift with its claim prime minister break promise make 2003 stand down . mr bannatyne say : ` ` disunity cabinet have corrosive effect on country . ` ` gordon great chancellor who have deliver stable economy , but business want continue be blow off course by petty squabble base on ambition . '' businessman , whose late venture casino newcastle , also voice concern about ongoing violence iraq . he uk government 's response tsunami as ` ` piecemeal poor '' . ` ` people there need practical not just pledge money , '' he say . ` ` we have force help on ground we can do more . '' british navy ship have help effort prime minister have say government could ultimately give hundred million pound aid . mr bannatyne due host new television programme also appear on bbc2 business start - up programme dragon 's den . but his spokesman insist his attack on labour be not publicity stunt . separate , robin cook give his support mr brown 's prime ministerial ambition but tell lunch political journalist win election have be labour 's election . but he insist recent squabble between mr blair mr brown be not ` ` perceive as problem voter , '' add there be no impression governmental incompetence . mr cook argue more prominence be give these matter because there be ` ` not",0
"research fear over kelly 's view scientist have express concern new education secretary ruth kelly 's religious view could hamper vital scientific . ms kelly , who catholic , report be ` ` - life '' have oppose embryo research . medical research council professor nancy rothwell say ms kelly 's matter as she be responsible training future . department education skill would not comment on concern . spokeswoman say : ` ` it not news ms kelly catholic but we be not go into any detail on this . '' she add claim ms kelly be charge â£1bn university research budget be not . it be down high education funding council research council decide on university ' research allocation . british open cloning human embryo create stem cell , master cell can develop all body 's tissue type . this activity not permit reproductive purpose - only research into new disease treatment . however , it controversial because it involve destruction embryo . professor rothwell , also vice - president research at manchester university , tell time high education supplement would worry she ` ` great deal '' if minister be anti - cell . she say : ` ` view minister dfe do matter as they be responsible training next generation scientist . ` ` you not have high education policy at odd with government 's science policy . '' head developmental genetic at national institute medical research , professor robin lovell - , say he have witness confused situation we where many religious group oppose practice . say : ` ` if someone as senior as ruth kelly not go favour stem cell research we end up with similarly schizophrenic system this country . it very worrying . '' fertility expert lord winston say he think it be ` ` rather good '' hold ethical view . concern have also be raise by ` pro - choice '' organisation ms kelly 's view might affect sex education policy . family planning association chief executive , anne weyman , say teaching pupil about contraception abortion be key . ` ` young must be inform about all issue within sexual health ,",0
"chancellor rally labour voter gordon brown have issue rallying cry , tell supporter ` ` stake be too high '' stay at home or vote forthcome general election . chancellor say vote - expect fall on 5 may - will give ` clear fundamental '' choice between labour investment conservative cut . speak at labour 's spring conference gateshead , mr brown claim nhs be not safe conservative hand . say tory plan cut â£35bn tax would ` ` cut deep into public service '' . pack audience at gateshead 's sage centre , chancellor say propose by shadow chancellor oliver letwin be equivalent sack every teacher , gp nurse country , he tell activist . lay into conservative 's record government he say : ` ` I give you this promise - with labour britain will never return erm 10 % inflation , 15 % interest rate , â£3bn lose reserve , 250,000 repossess , one million negative equity three million unemployed . ` ` never again tory boom bust . ` ` this will be central divide line at election , between conservative party britain back plan deep cut â£35bn our service , labour government take britain forward , which on platform stability will reform renew our hospital , school public service , be proud say , spend by 2008 â£60bn more . '' turn economy , chancellor pledge continue economic stability growth third term power . he say after seven year labour have transform from party not trust with economy ` ` only party trust with economy '' . it be now ` ` party not just employee , but employer '' , he say . speech - which prompt stand ovation from an audience clearly ` ` warm '' mr brown - he also promise end teenage unemployment",0
"fox attack blair 's tory ' lie ' tony blair lie when he take uk war so have no qualm about lie election , say tory . tory co - chairman liam fox be speak after mr blair tell labour tory offer ` ` hard right agenda '' . dr fox tell bbc radio : ` ` if you be willing lie about reason go war , I guess you be go lie about anything at all . '' he would discuss report party repay â£500,000 lord ashcroft after he predict an election defeat . prime minister ratchet up labour 's pre - election campaigning at weekend with helicopter tour country his speech at party 's spring . he insist he do not know poll date , but it widely expect be 5 may . what be see as highly personal speech gateshead on sunday , mr blair say : ` ` I have same passion hunger as when I first walk through door downing street . '' he describe his relationship with public as start euphoric , then struggle live up expectation , reach raise voice ` ` throw crockery '' . he warn his supporter against complacency , say : ` ` it be fight future our country it be fight britain people britain we have win . '' mr blair say whether public michael howard or mr kennedy , it would result ` ` tory government not labour government country go back do move forward '' . dr fox accuse mr blair other cabinet minister tell lie about their opponent ' policy then attack lie . ` what we learn at weekend what labour tactic be go be it be go be fear smear , '' he tell bbc news . tory co - chairman attack labour 's six new pledge as ` ` vacuous '' say mr blair be very worried voter would take his failure deliver . dr fox refuse discuss weekend newspaper report party have repay â£500,000 former tory treasurer lord ashcroft after he say party could not win election . ` ` we repay loan when they be due do not comment individual financial , '' he say , insist enjoy ` ` warm constructive '' relationship lord ashcroft . meanwhile lib dem leader charles kennedy expect mr blair 's word as he begin nationwide tour on monday . mr kennedy accelerating lib dem",0
"tory unveil quango blitz plan plan abolish 162 quango have be unveil by conservative as part their effort show how government red tape can be . six government unit would also be scrap under proposal which tory say would save more than â£4.3bn among target be strategic health authority new fair access regulator . tory frontbencher john redwood say britain need slim government low taxis competitive . plan would abolish regional assembly other regional body , such as board industrial development housing . their power would be return elect local council or national government . tory say strategic health authority be not need as it well local people rather than official , run hospital surgery . announce plan , mr redwood say : ` mr blair have forget interest taxpayer , have break pledge he make . ` ` far from public service , spend taxpayer ' money on quangos have lead only more , more regulation high taxis . '' his party leader , michael howard , argue change direction be need get on spending . ` ` labour create two britain : britain forget bureaucratic britain , '' he say ` ` real world , people be work hard just stand still . ' ve see their pension knock six . ` they be be squeeze by extra taxis . forget majority be pay price bureaucratic britain . '' government have announce plan cut 100,000 civil servant as part its efficiency drive . but chief secretary treasury paul boateng attack tory . ` ` conservative be commit cut labour 's public spending plan by massive",0
"hatfield executive go on trial engineering firm balfour beatty five railway manager be go on trial manslaughter over hatfield rail crash . four people die when section rail break high speed derail . balfour beatty 's railway maintenance arm be charge upkeep line hatfield , hertfordshire . balfour beatty manager anthony walker nicholas jeffrie , railtrack manager alistair cook , sean keith lea all face individual charge . all five man , along with other , be also accuse breach health law . balfour beatty rail maintenance face corporate charge . it expect trial could last as long as year . accident , on 17 october 2000 , happen when london leed come off track at 115 mph , when be derail by crack section rail . accident on east coast line spark major disruption . overall responsibility line be railtrack 's - company have now become network rail . those who die accident be steve arthur , 46",0
"howard reject bnp 's claim tory leader michael howard have dismiss claim his immigration policy be ` ` move onto turf '' national party ( bnp ) . bnp leader nick griffin tell independent he expect some bnp voter switch tory over issue . but mr howard say he idea tory bnp appeal same voting instinct . ask if he would welcome bnp voter he tell bbc : ` ` I do not want anybody vote these extremist party '' . he add , on bbc radio 4 's today programme : ` if you want good community relation this country ... then you have have firm , fair immigration control . '' have promise an upper limit on number people allow into britain with slogan : ` it be not racist impose limit on immigration '' . all party be step up campaige run - up general election widely expect be call 5 may . labour unveil its own ` ` point system '' ensure migrant who work uk have skill be require , but have reject immigration quota . liberal democrats have warn both against ` ` pander prejudice '' . mr griffin tell independent tory ' plan be ` ` definite move our turf '' . he say : ` ` I quite freely accept on nationwide basis , tory will con enough people significant hole our vote . '' ask whether he be comfortable with perception conservative bnp appeal same voting instinct , mr howard tell bbc : ` ` I reject entirely '' . he say he find",0
"howard unveil tory asylum plan tory plan cut immigration uk be not racist will make asylum system fair genuine refugee , michael howard have say . as his party set out detailed asylum reform plan , mr howard say they would help people smuggling gang . there would be an annual limit on asylum all would be process overseas . some charity say plan would put refugee ' life at risk if they turn away once quota be fill . tony blair say labour would set out workable plan tackle immigration abuse next few week attack tory plan . ` ` by cut number front - line immigration staff at our border , they will actually make problem bad , '' say mr blair . liberal democrat chairman matthew taylor say there needed be quick , fair firm system . but he say it be ` ` absolutely disgusting '' propose system which could away genuine refugee . conservative say there little risk this happen as demand asylum will be consider when quota be set . speech london on monday , mr howard say : ` ` it be not racist , as some people , talk about control immigration far from it . '' he say come from an immigrant family himself he recognise ` ` firm but fair '' immigration control be essential good community relation . - withdraw from 1951 united nations convention on refugee , which oblige country accept people be persecute on basis need , not number - introduce law allow immediate removal asylum seeker whose claim be clearly unfounded because they come from safe country or have document - detain asylum seeker without document so people whose identity not know be not able move freely around uk - worry ` ` national security '' - stop asylum application inside uk instead take people from united nations refugee agency camp . anyone asylum would be take new centre close their country origin . tory also want those seek work permit through an australian - style point system those want join family uk . mr howard say nearly 160,000 people be settle uk every year - size city like peterborough . plan would help achieve ` ` substantial '' immigration , he say , although he could not predict figure . he only two out 10 asylum seeker have their claim accept under current ` ` unfair inhumane '' system . ` ` we need break link arrive britain claim asylum , '' mr howard say . ` ` by link we can smash criminal gang at heart trade people smuggle . '' but un refugees worried policy send wrong message poor country which receive bulk refugee . spokesman european justice home commissioner franco frattini say plan would contravene eu asylum policy which mean uk could not simply refuse hear an asylum case . refugee council chief executive maeve sherlock call ` ` dangerous",0
"brown blair face new rift claim umpteenth time , tony blair gordon brown be say have declare all out war on each other . this time allege rift over who should take credit government 's global aid debt initiative , particularly wake tsunami disaster - an issue many hope believe be above such thing . it dominate prime minister 's monthly news conference , which see mr blair start full irritation mode as he be force bat away question after about his relationship with his neighbour . as he tell journalist : ` ` I not interested what go out newspaper . there complete unity purpose . '' he again heap praise on mr brown say he be do great job , continue do it - although he would not commit any job mr brown after election . so why do he arrange his press conference at last moment so it coincide with mr brown 's long - arrange keynote speech on aid , he be ask ? by now mr blair have move from irritation mode barely disguise fury setting . he snap back hack know very well what operational reason be time his press conference . well , not really , as it happen . he repeat what great man gordon be united they be , before again sneer he take absolutely no notice what go out newspaper , prefer get on with job do good country world although next breath he declare : ` ` I get increasingly alarm by what I read newspaper '' before himself on quickly add : ` ` so far as I read they . '' he probably have good reason be alarm because newspaper have be story about claim open warfare between two man . as far as time minister 's press conference concern , there be two option . first it be calculate attempt upstage chancellor seize back initiative on big issue moment . if case it even fear seriously negative newspaper headline not enough stop squabble . second option it be an unavoidable coincidence , which would suggest government have lose its once - fame strictly co - ordinate announcement - through infamous downing street grid - avert just such allegation . either way , effect be same - overshadow big announcement government policy on hugely pertinent issue . there have be previous suggestion new year have start with fresh outbreak warfare between two man firstly , prime minister insist on wednesday he have be intimately involve development proposal get g8 country freeze debt repayment from tsunami - hit country . it be claim he have be embarrass by fact gordon brown appear have initiative over government 's response disaster while mr blair be still on holiday egypt . then , as if pour fuel on flame , both man separately speak about on tsunami or wide aid development policy with their cabinet colleague foreign secretary jack straw , aid minister hilary benn deputy prime minister john prescott - without mention other . all this come amid fresh claim mr brown be still seethe he have be exclude from prominent role general election planning have , as result , started set out his own platform . fact he use an article guardian newspaper set out what he believe ` ` should '' be manifesto , have embark on mini tour britain set out his aid plan will next week visit",0
"tory plan migrant health check non - european union citizen want work uk will have undergo test tuberculosis hiv , under plan by conservative . positive test tb would mean visa application be turn down , while hiv would be with case by case . leader michael howard say check on new arrival help protect public health nhs . say many test be already do . dem warn both party against ` ` pander prejudice '' . proposal , which would be bring if conservative win general election , would not apply people come less than six month unless they intend work health or childcare or teaching mr howard say plan be base on policy already action canada , new zealand australia . ` ` it be very important we should safeguard good standard public health britain enjoy , '' he tell bbc radio 4 's today programme . government figure suggest england have increase by 25 % over past 10 year . ` ` nearly two third people with tb be bear abroad , '' mr howard . ` ` I do not think responsible government can stand aside do nothing face this problem . '' but howard say plan would not affect asylum applicant ' claim . proposal include : - people uk from outside eu between six 12 month from ` ` high incidence tb country '' will have undergo chest - ray . - people come settle uk permanently from outside eu will have ` ` demonstrate they have acceptable standard health '' . - they will also have show they be unlikely be danger public health be unlikely ` impose significant cost or demand '' on nhs . - test will include health check , chest x - ray tb ( except pregnant woman ) test hepatitis hiv over 16 - year - old . only discovery tb will mean people will be automatically visa , other condition will be deal with on ` ` case by case basis '' . there already some screening place . last year 185,000 people be test tb at heathrow gatwick airport , only about be find be infect . dr john moore - gillon , british lung foundation , : ` ` tb not simply import , we be see rise many section uk - bear population as well . '' government say tory be ` ` bit late '' issue . immigration minister des quote its five - year plan immigration asylum , as say : ` ` we be implement our power by target health screening tb high - risk area at entry clearance stage . ` ` those who be diagnose would then",0
